Date,INR,EUR,GBP,JPY,CNY,CAD,AUD,CHF,SGD,MYR,THB,MXN,BRL,KRW,ZAR
2032-05-19,19666.35,447.92,283.12,48532.01,3498.87,633.85,815.56,684.56,731.04,1605.76,18221.16,4056.66,824.01,532013.98,3198.84
2032-05-20,19670.83,448.02,283.19,48543.08,3499.67,634.0,815.74,684.72,731.21,1606.13,18225.32,4057.58,824.2,532135.34,3199.57
2032-05-21,19675.32,448.13,283.25,48554.16,3500.47,634.14,815.93,684.87,731.38,1606.49,18229.47,4058.51,824.38,532256.7,3200.3
2032-05-22,19679.81,448.23,283.31,48565.23,3501.26,634.29,816.12,685.03,731.54,1606.86,18233.63,4059.44,824.57,532378.06,3201.03
2032-05-23,19684.29,448.33,283.38,48576.3,3502.06,634.43,816.3,685.19,731.71,1607.23,18237.79,4060.36,824.76,532499.42,3201.76
2032-05-24,19688.78,448.43,283.44,48587.37,3502.86,634.58,816.49,685.34,731.88,1607.59,18241.94,4061.29,824.95,532620.78,3202.49
2032-05-25,19693.26,448.54,283.51,48598.44,3503.66,634.72,816.67,685.5,732.04,1607.96,18246.1,4062.21,825.14,532742.13,3203.22
2032-05-26,19697.75,448.64,283.57,48609.51,3504.46,634.87,816.86,685.65,732.21,1608.33,18250.26,4063.14,825.32,532863.49,3203.95
2032-05-27,19702.24,448.74,283.64,48620.58,3505.25,635.01,817.05,685.81,732.38,1608.69,18254.41,4064.06,825.51,532984.85,3204.68
2032-05-28,19706.72,448.84,283.7,48631.65,3506.05,635.15,817.23,685.97,732.54,1609.06,18258.57,4064.99,825.7,533106.21,3205.41
2032-05-29,19711.21,448.94,283.77,48642.72,3506.85,635.3,817.42,686.12,732.71,1609.42,18262.73,4065.91,825.89,533227.57,3206.14
2032-05-30,19715.69,449.05,283.83,48653.79,3507.65,635.44,817.6,686.28,732.88,1609.79,18266.88,4066.84,826.08,533348.93,3206.87
2032-05-31,19720.18,449.15,283.9,48664.86,3508.45,635.59,817.79,686.44,733.04,1610.16,18271.04,4067.76,826.26,533470.29,3207.6
2032-06-01,19724.67,449.25,283.96,48675.93,3509.24,635.73,817.98,686.59,733.21,1610.52,18275.2,4068.69,826.45,533591.65,3208.33
2032-06-02,19729.15,449.35,284.03,48687.0,3510.04,635.88,818.16,686.75,733.38,1610.89,18279.35,4069.61,826.64,533713.01,3209.06
2032-06-03,19733.64,449.46,284.09,48698.08,3510.84,636.02,818.35,686.9,733.55,1611.26,18283.51,4070.54,826.83,533834.37,3209.79
2032-06-04,19738.13,449.56,284.15,48709.15,3511.64,636.17,818.53,687.06,733.71,1611.62,18287.67,4071.47,827.02,533955.73,3210.52
2032-06-05,19742.61,449.66,284.22,48720.22,3512.44,636.31,818.72,687.22,733.88,1611.99,18291.82,4072.39,827.2,534077.09,3211.25
2032-06-06,19747.1,449.76,284.28,48731.29,3513.24,636.46,818.91,687.37,734.05,1612.35,18295.98,4073.32,827.39,534198.45,3211.98
2032-06-07,19751.58,449.86,284.35,48742.36,3514.03,636.6,819.09,687.53,734.21,1612.72,18300.14,4074.24,827.58,534319.81,3212.71
2032-06-08,19756.07,449.97,284.41,48753.43,3514.83,636.74,819.28,687.68,734.38,1613.09,18304.29,4075.17,827.77,534441.17,3213.44
2032-06-09,19760.56,450.07,284.48,48764.5,3515.63,636.89,819.46,687.84,734.55,1613.45,18308.45,4076.09,827.96,534562.53,3214.17
2032-06-10,19765.04,450.17,284.54,48775.57,3516.43,637.03,819.65,688.0,734.71,1613.82,18312.6,4077.02,828.14,534683.88,3214.9
2032-06-11,19769.53,450.27,284.61,48786.64,3517.23,637.18,819.84,688.15,734.88,1614.19,18316.76,4077.94,828.33,534805.24,3215.63
2032-06-12,19774.01,450.38,284.67,48797.71,3518.02,637.32,820.02,688.31,735.05,1614.55,18320.92,4078.87,828.52,534926.6,3216.36
2032-06-13,19778.5,450.48,284.74,48808.78,3518.82,637.47,820.21,688.47,735.21,1614.92,18325.07,4079.79,828.71,535047.96,3217.09
2032-06-14,19782.99,450.58,284.8,48819.85,3519.62,637.61,820.39,688.62,735.38,1615.28,18329.23,4080.72,828.9,535169.32,3217.82
2032-06-15,19787.47,450.68,284.86,48830.93,3520.42,637.76,820.58,688.78,735.55,1615.65,18333.39,4081.64,829.08,535290.68,3218.55
2032-06-16,19791.96,450.78,284.93,48842.0,3521.22,637.9,820.77,688.93,735.71,1616.02,18337.54,4082.57,829.27,535412.04,3219.28
2032-06-17,19796.45,450.89,284.99,48853.07,3522.01,638.05,820.95,689.09,735.88,1616.38,18341.7,4083.5,829.46,535533.4,3220.01
2032-06-18,19800.93,450.99,285.06,48864.14,3522.81,638.19,821.14,689.25,736.05,1616.75,18345.86,4084.42,829.65,535654.76,3220.74
2032-06-19,19805.42,451.09,285.12,48875.21,3523.61,638.34,821.32,689.4,736.21,1617.12,18350.01,4085.35,829.84,535776.12,3221.47
2032-06-20,19809.9,451.19,285.19,48886.28,3524.41,638.48,821.51,689.56,736.38,1617.48,18354.17,4086.27,830.02,535897.48,3222.2
2032-06-21,19814.39,451.29,285.25,48897.35,3525.21,638.62,821.7,689.71,736.55,1617.85,18358.33,4087.2,830.21,536018.84,3222.93
2032-06-22,19818.88,451.4,285.32,48908.42,3526.01,638.77,821.88,689.87,736.71,1618.22,18362.48,4088.12,830.4,536140.2,3223.65
2032-06-23,19823.36,451.5,285.38,48919.49,3526.8,638.91,822.07,690.03,736.88,1618.58,18366.64,4089.05,830.59,536261.56,3224.38
2032-06-24,19827.85,451.6,285.45,48930.56,3527.6,639.06,822.25,690.18,737.05,1618.95,18370.8,4089.97,830.78,536382.92,3225.11
2032-06-25,19832.33,451.7,285.51,48941.63,3528.4,639.2,822.44,690.34,737.21,1619.31,18374.95,4090.9,830.96,536504.27,3225.84
2032-06-26,19836.82,451.81,285.58,48952.7,3529.2,639.35,822.63,690.5,737.38,1619.68,18379.11,4091.82,831.15,536625.63,3226.57
2032-06-27,19841.31,451.91,285.64,48963.77,3530.0,639.49,822.81,690.65,737.55,1620.05,18383.26,4092.75,831.34,536746.99,3227.3
2032-06-28,19845.79,452.01,285.7,48974.85,3530.79,639.64,823.0,690.81,737.71,1620.41,18387.42,4093.67,831.53,536868.35,3228.03
2032-06-29,19850.28,452.11,285.77,48985.92,3531.59,639.78,823.19,690.96,737.88,1620.78,18391.58,4094.6,831.72,536989.71,3228.76
2032-06-30,19854.77,452.21,285.83,48996.99,3532.39,639.93,823.37,691.12,738.05,1621.15,18395.73,4095.53,831.9,537111.07,3229.49
2032-07-01,19859.25,452.32,285.9,49008.06,3533.19,640.07,823.56,691.28,738.21,1621.51,18399.89,4096.45,832.09,537232.43,3230.22
2032-07-02,19863.74,452.42,285.96,49019.13,3533.99,640.22,823.74,691.43,738.38,1621.88,18404.05,4097.38,832.28,537353.79,3230.95
2032-07-03,19868.22,452.52,286.03,49030.2,3534.78,640.36,823.93,691.59,738.55,1622.24,18408.2,4098.3,832.47,537475.15,3231.68
2032-07-04,19872.71,452.62,286.09,49041.27,3535.58,640.5,824.12,691.74,738.71,1622.61,18412.36,4099.23,832.66,537596.51,3232.41
2032-07-05,19877.2,452.73,286.16,49052.34,3536.38,640.65,824.3,691.9,738.88,1622.98,18416.52,4100.15,832.84,537717.87,3233.14
2032-07-06,19881.68,452.83,286.22,49063.41,3537.18,640.79,824.49,692.06,739.05,1623.34,18420.67,4101.08,833.03,537839.23,3233.87
2032-07-07,19886.17,452.93,286.29,49074.48,3537.98,640.94,824.67,692.21,739.22,1623.71,18424.83,4102.0,833.22,537960.59,3234.6
2032-07-08,19890.65,453.03,286.35,49085.55,3538.78,641.08,824.86,692.37,739.38,1624.08,18428.99,4102.93,833.41,538081.95,3235.33
2032-07-09,19895.14,453.13,286.41,49096.62,3539.57,641.23,825.05,692.53,739.55,1624.44,18433.14,4103.85,833.6,538203.31,3236.06
2032-07-10,19899.63,453.24,286.48,49107.69,3540.37,641.37,825.23,692.68,739.72,1624.81,18437.3,4104.78,833.78,538324.66,3236.79
2032-07-11,19904.11,453.34,286.54,49118.77,3541.17,641.52,825.42,692.84,739.88,1625.17,18441.46,4105.7,833.97,538446.02,3237.52
2032-07-12,19908.6,453.44,286.61,49129.84,3541.97,641.66,825.6,692.99,740.05,1625.54,18445.61,4106.63,834.16,538567.38,3238.25
2032-07-13,19913.09,453.54,286.67,49140.91,3542.77,641.81,825.79,693.15,740.22,1625.91,18449.77,4107.56,834.35,538688.74,3238.98
2032-07-14,19917.57,453.64,286.74,49151.98,3543.56,641.95,825.98,693.31,740.38,1626.27,18453.93,4108.48,834.54,538810.1,3239.71
2032-07-15,19922.06,453.75,286.8,49163.05,3544.36,642.09,826.16,693.46,740.55,1626.64,18458.08,4109.41,834.72,538931.46,3240.44
2032-07-16,19926.54,453.85,286.87,49174.12,3545.16,642.24,826.35,693.62,740.72,1627.01,18462.24,4110.33,834.91,539052.82,3241.17
2032-07-17,19931.03,453.95,286.93,49185.19,3545.96,642.38,826.53,693.77,740.88,1627.37,18466.39,4111.26,835.1,539174.18,3241.9
2032-07-18,19935.52,454.05,287.0,49196.26,3546.76,642.53,826.72,693.93,741.05,1627.74,18470.55,4112.18,835.29,539295.54,3242.63
2032-07-19,19940.0,454.16,287.06,49207.33,3547.56,642.67,826.91,694.09,741.22,1628.11,18474.71,4113.11,835.47,539416.9,3243.36
2032-07-20,19944.49,454.26,287.13,49218.4,3548.35,642.82,827.09,694.24,741.38,1628.47,18478.86,4114.03,835.66,539538.26,3244.09
2032-07-21,19948.97,454.36,287.19,49229.47,3549.15,642.96,827.28,694.4,741.55,1628.84,18483.02,4114.96,835.85,539659.62,3244.82
2032-07-22,19953.46,454.46,287.25,49240.54,3549.95,643.11,827.46,694.56,741.72,1629.2,18487.18,4115.88,836.04,539780.98,3245.55
2032-07-23,19957.95,454.56,287.32,49251.62,3550.75,643.25,827.65,694.71,741.88,1629.57,18491.33,4116.81,836.23,539902.34,3246.28
2032-07-24,19962.43,454.67,287.38,49262.69,3551.55,643.4,827.84,694.87,742.05,1629.94,18495.49,4117.73,836.41,540023.7,3247.01
2032-07-25,19966.92,454.77,287.45,49273.76,3552.34,643.54,828.02,695.02,742.22,1630.3,18499.65,4118.66,836.6,540145.05,3247.73
2032-07-26,19971.41,454.87,287.51,49284.83,3553.14,643.69,828.21,695.18,742.38,1630.67,18503.8,4119.59,836.79,540266.41,3248.46
2032-07-27,19975.89,454.97,287.58,49295.9,3553.94,643.83,828.39,695.34,742.55,1631.04,18507.96,4120.51,836.98,540387.77,3249.19
2032-07-28,19980.38,455.08,287.64,49306.97,3554.74,643.97,828.58,695.49,742.72,1631.4,18512.12,4121.44,837.17,540509.13,3249.92
2032-07-29,19984.86,455.18,287.71,49318.04,3555.54,644.12,828.77,695.65,742.88,1631.77,18516.27,4122.36,837.35,540630.49,3250.65
2032-07-30,19989.35,455.28,287.77,49329.11,3556.33,644.26,828.95,695.8,743.05,1632.13,18520.43,4123.29,837.54,540751.85,3251.38
2032-07-31,19993.84,455.38,287.84,49340.18,3557.13,644.41,829.14,695.96,743.22,1632.5,18524.59,4124.21,837.73,540873.21,3252.11
2032-08-01,19998.32,455.48,287.9,49351.25,3557.93,644.55,829.32,696.12,743.38,1632.87,18528.74,4125.14,837.92,540994.57,3252.84
2032-08-02,20002.81,455.59,287.96,49362.32,3558.73,644.7,829.51,696.27,743.55,1633.23,18532.9,4126.06,838.11,541115.93,3253.57
2032-08-03,20007.29,455.69,288.03,49373.39,3559.53,644.84,829.7,696.43,743.72,1633.6,18537.05,4126.99,838.29,541237.29,3254.3
2032-08-04,20011.78,455.79,288.09,49384.46,3560.33,644.99,829.88,696.59,743.88,1633.97,18541.21,4127.91,838.48,541358.65,3255.03
2032-08-05,20016.27,455.89,288.16,49395.54,3561.12,645.13,830.07,696.74,744.05,1634.33,18545.37,4128.84,838.67,541480.01,3255.76
2032-08-06,20020.75,455.99,288.22,49406.61,3561.92,645.28,830.25,696.9,744.22,1634.7,18549.52,4129.76,838.86,541601.37,3256.49
2032-08-07,20025.24,456.1,288.29,49417.68,3562.72,645.42,830.44,697.05,744.38,1635.06,18553.68,4130.69,839.05,541722.73,3257.22
2032-08-08,20029.72,456.2,288.35,49428.75,3563.52,645.56,830.63,697.21,744.55,1635.43,18557.84,4131.61,839.23,541844.09,3257.95
2032-08-09,20034.21,456.3,288.42,49439.82,3564.32,645.71,830.81,697.37,744.72,1635.8,18561.99,4132.54,839.42,541965.45,3258.68
2032-08-10,20038.7,456.4,288.48,49450.89,3565.11,645.85,831.0,697.52,744.88,1636.16,18566.15,4133.47,839.61,542086.8,3259.41
2032-08-11,20043.18,456.51,288.55,49461.96,3565.91,646.0,831.18,697.68,745.05,1636.53,18570.31,4134.39,839.8,542208.16,3260.14
2032-08-12,20047.67,456.61,288.61,49473.03,3566.71,646.14,831.37,697.83,745.22,1636.9,18574.46,4135.32,839.99,542329.52,3260.87
2032-08-13,20052.16,456.71,288.68,49484.1,3567.51,646.29,831.56,697.99,745.39,1637.26,18578.62,4136.24,840.17,542450.88,3261.6
2032-08-14,20056.64,456.81,288.74,49495.17,3568.31,646.43,831.74,698.15,745.55,1637.63,18582.78,4137.17,840.36,542572.24,3262.33
2032-08-15,20061.13,456.91,288.8,49506.24,3569.1,646.58,831.93,698.3,745.72,1637.99,18586.93,4138.09,840.55,542693.6,3263.06
2032-08-16,20065.61,457.02,288.87,49517.31,3569.9,646.72,832.12,698.46,745.89,1638.36,18591.09,4139.02,840.74,542814.96,3263.79
2032-08-17,20070.1,457.12,288.93,49528.38,3570.7,646.87,832.3,698.62,746.05,1638.73,18595.25,4139.94,840.93,542936.32,3264.52
2032-08-18,20074.59,457.22,289.0,49539.46,3571.5,647.01,832.49,698.77,746.22,1639.09,18599.4,4140.87,841.11,543057.68,3265.25
2032-08-19,20079.07,457.32,289.06,49550.53,3572.3,647.16,832.67,698.93,746.39,1639.46,18603.56,4141.79,841.3,543179.04,3265.98
2032-08-20,20083.56,457.43,289.13,49561.6,3573.1,647.3,832.86,699.08,746.55,1639.83,18607.71,4142.72,841.49,543300.4,3266.71
2032-08-21,20088.04,457.53,289.19,49572.67,3573.89,647.44,833.05,699.24,746.72,1640.19,18611.87,4143.64,841.68,543421.76,3267.44
2032-08-22,20092.53,457.63,289.26,49583.74,3574.69,647.59,833.23,699.4,746.89,1640.56,18616.03,4144.57,841.87,543543.12,3268.17
2032-08-23,20097.02,457.73,289.32,49594.81,3575.49,647.73,833.42,699.55,747.05,1640.93,18620.18,4145.5,842.05,543664.48,3268.9
2032-08-24,20101.5,457.83,289.39,49605.88,3576.29,647.88,833.6,699.71,747.22,1641.29,18624.34,4146.42,842.24,543785.84,3269.63
2032-08-25,20105.99,457.94,289.45,49616.95,3577.09,648.02,833.79,699.86,747.39,1641.66,18628.5,4147.35,842.43,543907.19,3270.36
2032-08-26,20110.48,458.04,289.51,49628.02,3577.88,648.17,833.98,700.02,747.55,1642.02,18632.65,4148.27,842.62,544028.55,3271.09
2032-08-27,20114.96,458.14,289.58,49639.09,3578.68,648.31,834.16,700.18,747.72,1642.39,18636.81,4149.2,842.81,544149.91,3271.81
2032-08-28,20119.45,458.24,289.64,49650.16,3579.48,648.46,834.35,700.33,747.89,1642.76,18640.97,4150.12,842.99,544271.27,3272.54
2032-08-29,20123.93,458.34,289.71,49661.23,3580.28,648.6,834.53,700.49,748.05,1643.12,18645.12,4151.05,843.18,544392.63,3273.27
2032-08-30,20128.42,458.45,289.77,49672.3,3581.08,648.75,834.72,700.65,748.22,1643.49,18649.28,4151.97,843.37,544513.99,3274.0
2032-08-31,20132.91,458.55,289.84,49683.38,3581.88,648.89,834.91,700.8,748.39,1643.86,18653.44,4152.9,843.56,544635.35,3274.73
2032-09-01,20137.39,458.65,289.9,49694.45,3582.67,649.04,835.09,700.96,748.55,1644.22,18657.59,4153.82,843.75,544756.71,3275.46
2032-09-02,20141.88,458.75,289.97,49705.52,3583.47,649.18,835.28,701.11,748.72,1644.59,18661.75,4154.75,843.93,544878.07,3276.19
2032-09-03,20146.36,458.86,290.03,49716.59,3584.27,649.32,835.46,701.27,748.89,1644.95,18665.91,4155.67,844.12,544999.43,3276.92
2032-09-04,20150.85,458.96,290.1,49727.66,3585.07,649.47,835.65,701.43,749.05,1645.32,18670.06,4156.6,844.31,545120.79,3277.65
2032-09-05,20155.34,459.06,290.16,49738.73,3585.87,649.61,835.84,701.58,749.22,1645.69,18674.22,4157.53,844.5,545242.15,3278.38
2032-09-06,20159.82,459.16,290.23,49749.8,3586.66,649.76,836.02,701.74,749.39,1646.05,18678.38,4158.45,844.69,545363.51,3279.11
2032-09-07,20164.31,459.26,290.29,49760.87,3587.46,649.9,836.21,701.89,749.55,1646.42,18682.53,4159.38,844.87,545484.87,3279.84
2032-09-08,20168.8,459.37,290.35,49771.94,3588.26,650.05,836.39,702.05,749.72,1646.79,18686.69,4160.3,845.06,545606.23,3280.57
2032-09-09,20173.28,459.47,290.42,49783.01,3589.06,650.19,836.58,702.21,749.89,1647.15,18690.84,4161.23,845.25,545727.58,3281.3
2032-09-10,20177.77,459.57,290.48,49794.08,3589.86,650.34,836.77,702.36,750.05,1647.52,18695.0,4162.15,845.44,545848.94,3282.03
2032-09-11,20182.25,459.67,290.55,49805.15,3590.65,650.48,836.95,702.52,750.22,1647.88,18699.16,4163.08,845.63,545970.3,3282.76
2032-09-12,20186.74,459.78,290.61,49816.23,3591.45,650.63,837.14,702.68,750.39,1648.25,18703.31,4164.0,845.81,546091.66,3283.49
2032-09-13,20191.23,459.88,290.68,49827.3,3592.25,650.77,837.32,702.83,750.55,1648.62,18707.47,4164.93,846.0,546213.02,3284.22
2032-09-14,20195.71,459.98,290.74,49838.37,3593.05,650.91,837.51,702.99,750.72,1648.98,18711.63,4165.85,846.19,546334.38,3284.95
2032-09-15,20200.2,460.08,290.81,49849.44,3593.85,651.06,837.7,703.14,750.89,1649.35,18715.78,4166.78,846.38,546455.74,3285.68
2032-09-16,20204.68,460.18,290.87,49860.51,3594.65,651.2,837.88,703.3,751.06,1649.72,18719.94,4167.7,846.57,546577.1,3286.41
2032-09-17,20209.17,460.29,290.94,49871.58,3595.44,651.35,838.07,703.46,751.22,1650.08,18724.1,4168.63,846.75,546698.46,3287.14
2032-09-18,20213.66,460.39,291.0,49882.65,3596.24,651.49,838.25,703.61,751.39,1650.45,18728.25,4169.56,846.94,546819.82,3287.87
2032-09-19,20218.14,460.49,291.06,49893.72,3597.04,651.64,838.44,703.77,751.56,1650.82,18732.41,4170.48,847.13,546941.18,3288.6
2032-09-20,20222.63,460.59,291.13,49904.79,3597.84,651.78,838.63,703.92,751.72,1651.18,18736.57,4171.41,847.32,547062.54,3289.33
2032-09-21,20227.12,460.69,291.19,49915.86,3598.64,651.93,838.81,704.08,751.89,1651.55,18740.72,4172.33,847.5,547183.9,3290.06
2032-09-22,20231.6,460.8,291.26,49926.93,3599.43,652.07,839.0,704.24,752.06,1651.91,18744.88,4173.26,847.69,547305.26,3290.79
2032-09-23,20236.09,460.9,291.32,49938.0,3600.23,652.22,839.18,704.39,752.22,1652.28,18749.04,4174.18,847.88,547426.62,3291.52
2032-09-24,20240.57,461.0,291.39,49949.07,3601.03,652.36,839.37,704.55,752.39,1652.65,18753.19,4175.11,848.07,547547.97,3292.25
2032-09-25,20245.06,461.1,291.45,49960.15,3601.83,652.51,839.56,704.71,752.56,1653.01,18757.35,4176.03,848.26,547669.33,3292.98
2032-09-26,20249.55,461.21,291.52,49971.22,3602.63,652.65,839.74,704.86,752.72,1653.38,18761.5,4176.96,848.44,547790.69,3293.71
2032-09-27,20254.03,461.31,291.58,49982.29,3603.42,652.79,839.93,705.02,752.89,1653.75,18765.66,4177.88,848.63,547912.05,3294.44
2032-09-28,20258.52,461.41,291.65,49993.36,3604.22,652.94,840.11,705.17,753.06,1654.11,18769.82,4178.81,848.82,548033.41,3295.17
2032-09-29,20263.0,461.51,291.71,50004.43,3605.02,653.08,840.3,705.33,753.22,1654.48,18773.97,4179.73,849.01,548154.77,3295.89
2032-09-30,20267.49,461.61,291.78,50015.5,3605.82,653.23,840.49,705.49,753.39,1654.84,18778.13,4180.66,849.2,548276.13,3296.62
2032-10-01,20271.98,461.72,291.84,50026.57,3606.62,653.37,840.67,705.64,753.56,1655.21,18782.29,4181.59,849.38,548397.49,3297.35
2032-10-02,20276.46,461.82,291.9,50037.64,3607.42,653.52,840.86,705.8,753.72,1655.58,18786.44,4182.51,849.57,548518.85,3298.08
2032-10-03,20280.95,461.92,291.97,50048.71,3608.21,653.66,841.04,705.95,753.89,1655.94,18790.6,4183.44,849.76,548640.21,3298.81
2032-10-04,20285.44,462.02,292.03,50059.78,3609.01,653.81,841.23,706.11,754.06,1656.31,18794.76,4184.36,849.95,548761.57,3299.54
2032-10-05,20289.92,462.13,292.1,50070.85,3609.81,653.95,841.42,706.27,754.22,1656.68,18798.91,4185.29,850.14,548882.93,3300.27
2032-10-06,20294.41,462.23,292.16,50081.92,3610.61,654.1,841.6,706.42,754.39,1657.04,18803.07,4186.21,850.32,549004.29,3301.0
2032-10-07,20298.89,462.33,292.23,50092.99,3611.41,654.24,841.79,706.58,754.56,1657.41,18807.23,4187.14,850.51,549125.65,3301.73
2032-10-08,20303.38,462.43,292.29,50104.07,3612.2,654.38,841.98,706.74,754.72,1657.77,18811.38,4188.06,850.7,549247.01,3302.46
2032-10-09,20307.87,462.53,292.36,50115.14,3613.0,654.53,842.16,706.89,754.89,1658.14,18815.54,4188.99,850.89,549368.37,3303.19
2032-10-10,20312.35,462.64,292.42,50126.21,3613.8,654.67,842.35,707.05,755.06,1658.51,18819.7,4189.91,851.08,549489.72,3303.92
2032-10-11,20316.84,462.74,292.49,50137.28,3614.6,654.82,842.53,707.2,755.22,1658.87,18823.85,4190.84,851.26,549611.08,3304.65
2032-10-12,20321.32,462.84,292.55,50148.35,3615.4,654.96,842.72,707.36,755.39,1659.24,18828.01,4191.76,851.45,549732.44,3305.38
2032-10-13,20325.81,462.94,292.61,50159.42,3616.19,655.11,842.91,707.52,755.56,1659.61,18832.17,4192.69,851.64,549853.8,3306.11
2032-10-14,20330.3,463.05,292.68,50170.49,3616.99,655.25,843.09,707.67,755.72,1659.97,18836.32,4193.62,851.83,549975.16,3306.84
2032-10-15,20334.78,463.15,292.74,50181.56,3617.79,655.4,843.28,707.83,755.89,1660.34,18840.48,4194.54,852.02,550096.52,3307.57
2032-10-16,20339.27,463.25,292.81,50192.63,3618.59,655.54,843.46,707.98,756.06,1660.71,18844.63,4195.47,852.2,550217.88,3308.3
2032-10-17,20343.76,463.35,292.87,50203.7,3619.39,655.69,843.65,708.14,756.22,1661.07,18848.79,4196.39,852.39,550339.24,3309.03
2032-10-18,20348.24,463.45,292.94,50214.77,3620.19,655.83,843.84,708.3,756.39,1661.44,18852.95,4197.32,852.58,550460.6,3309.76
2032-10-19,20352.73,463.56,293.0,50225.84,3620.98,655.98,844.02,708.45,756.56,1661.8,18857.1,4198.24,852.77,550581.96,3310.49
2032-10-20,20357.21,463.66,293.07,50236.92,3621.78,656.12,844.21,708.61,756.72,1662.17,18861.26,4199.17,852.96,550703.32,3311.22
2032-10-21,20361.7,463.76,293.13,50247.99,3622.58,656.26,844.39,708.77,756.89,1662.54,18865.42,4200.09,853.14,550824.68,3311.95
2032-10-22,20366.19,463.86,293.2,50259.06,3623.38,656.41,844.58,708.92,757.06,1662.9,18869.57,4201.02,853.33,550946.04,3312.68
2032-10-23,20370.67,463.96,293.26,50270.13,3624.18,656.55,844.77,709.08,757.23,1663.27,18873.73,4201.94,853.52,551067.4,3313.41
2032-10-24,20375.16,464.07,293.33,50281.2,3624.97,656.7,844.95,709.23,757.39,1663.64,18877.89,4202.87,853.71,551188.76,3314.14
2032-10-25,20379.64,464.17,293.39,50292.27,3625.77,656.84,845.14,709.39,757.56,1664.0,18882.04,4203.79,853.9,551310.11,3314.87
2032-10-26,20384.13,464.27,293.45,50303.34,3626.57,656.99,845.32,709.55,757.73,1664.37,18886.2,4204.72,854.08,551431.47,3315.6
2032-10-27,20388.62,464.37,293.52,50314.41,3627.37,657.13,845.51,709.7,757.89,1664.73,18890.36,4205.65,854.27,551552.83,3316.33
2032-10-28,20393.1,464.48,293.58,50325.48,3628.17,657.28,845.7,709.86,758.06,1665.1,18894.51,4206.57,854.46,551674.19,3317.06
2032-10-29,20397.59,464.58,293.65,50336.55,3628.97,657.42,845.88,710.01,758.23,1665.47,18898.67,4207.5,854.65,551795.55,3317.79
2032-10-30,20402.08,464.68,293.71,50347.62,3629.76,657.57,846.07,710.17,758.39,1665.83,18902.83,4208.42,854.84,551916.91,3318.52
2032-10-31,20406.56,464.78,293.78,50358.69,3630.56,657.71,846.25,710.33,758.56,1666.2,18906.98,4209.35,855.02,552038.27,3319.25
2032-11-01,20411.05,464.88,293.84,50369.76,3631.36,657.86,846.44,710.48,758.73,1666.57,18911.14,4210.27,855.21,552159.63,3319.97
2032-11-02,20415.53,464.99,293.91,50380.84,3632.16,658.0,846.63,710.64,758.89,1666.93,18915.29,4211.2,855.4,552280.99,3320.7
2032-11-03,20420.02,465.09,293.97,50391.91,3632.96,658.14,846.81,710.8,759.06,1667.3,18919.45,4212.12,855.59,552402.35,3321.43
2032-11-04,20424.51,465.19,294.04,50402.98,3633.75,658.29,847.0,710.95,759.23,1667.66,18923.61,4213.05,855.78,552523.71,3322.16
2032-11-05,20428.99,465.29,294.1,50414.05,3634.55,658.43,847.18,711.11,759.39,1668.03,18927.76,4213.97,855.96,552645.07,3322.89
2032-11-06,20433.48,465.4,294.16,50425.12,3635.35,658.58,847.37,711.26,759.56,1668.4,18931.92,4214.9,856.15,552766.43,3323.62
2032-11-07,20437.96,465.5,294.23,50436.19,3636.15,658.72,847.56,711.42,759.73,1668.76,18936.08,4215.82,856.34,552887.79,3324.35
2032-11-08,20442.45,465.6,294.29,50447.26,3636.95,658.87,847.74,711.58,759.89,1669.13,18940.23,4216.75,856.53,553009.15,3325.08
2032-11-09,20446.94,465.7,294.36,50458.33,3637.74,659.01,847.93,711.73,760.06,1669.5,18944.39,4217.68,856.72,553130.5,3325.81
2032-11-10,20451.42,465.8,294.42,50469.4,3638.54,659.16,848.11,711.89,760.23,1669.86,18948.55,4218.6,856.9,553251.86,3326.54
2032-11-11,20455.91,465.91,294.49,50480.47,3639.34,659.3,848.3,712.04,760.39,1670.23,18952.7,4219.53,857.09,553373.22,3327.27
2032-11-12,20460.4,466.01,294.55,50491.54,3640.14,659.45,848.49,712.2,760.56,1670.6,18956.86,4220.45,857.28,553494.58,3328.0
2032-11-13,20464.88,466.11,294.62,50502.61,3640.94,659.59,848.67,712.36,760.73,1670.96,18961.02,4221.38,857.47,553615.94,3328.73
2032-11-14,20469.37,466.21,294.68,50513.68,3641.74,659.73,848.86,712.51,760.89,1671.33,18965.17,4222.3,857.66,553737.3,3329.46
2032-11-15,20473.85,466.31,294.75,50524.76,3642.53,659.88,849.04,712.67,761.06,1671.69,18969.33,4223.23,857.84,553858.66,3330.19
2032-11-16,20478.34,466.42,294.81,50535.83,3643.33,660.02,849.23,712.83,761.23,1672.06,18973.49,4224.15,858.03,553980.02,3330.92
2032-11-17,20482.83,466.52,294.88,50546.9,3644.13,660.17,849.42,712.98,761.39,1672.43,18977.64,4225.08,858.22,554101.38,3331.65
2032-11-18,20487.31,466.62,294.94,50557.97,3644.93,660.31,849.6,713.14,761.56,1672.79,18981.8,4226.0,858.41,554222.74,3332.38
2032-11-19,20491.8,466.72,295.0,50569.04,3645.73,660.46,849.79,713.29,761.73,1673.16,18985.96,4226.93,858.59,554344.1,3333.11
